CODIGO ORDEN DE SERVICIO,DENOMINACION DEL SERVICIO,TIPO DE INTERVENCION,CODIGO ENTIDAD,ENTIDAD,REGION,PROVINCIA,DISTRITO,¿TIENE SITUACIONES DE INCUMPLIMIENTO?,N° INFORME DE CONTROL,TIPO DE VISITA,VALOR REFERENCIAL MONTO,MONTO ADJUDICADO,CANTIDAD SITUACION ADVERSAS,SITUACION ADVERSAS 1,SITUACION ADVERSAS 2,SITUACION ADVERSAS 3,SITUACION ADVERSAS 4,SITUACION ADVERSAS 5,SITUACION ADVERSAS 6,FECHA VISITA,MES DE VISITA,,,
02-L531-2021-682,"EJECUCION DE LA OBRA: MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR EN LOS JIRONES LA FLORIDA 1ERA CDRA., BELLAVISTA 3ERA CDRA., SIMON ENRIQUE S. 4TA Y 5TA CDRA., LEONCIO PRADO 1ERA CDRA., SERGIO CANALES 1ERA CDRA., 9 DE DICIEMBRE 1ERA CDRA., BASE SUR 1ERA CDRA., Y CIRO VALENZUELA 1ERA A 5TA CDRA., DEL BARRIO NUEVA JERUSALEN, DISTRITO DE HUANTA - PROVINCIA DE HUANTA - AYACUCHO",EJECUCION DE OBRA,363,MUNICIPALIDAD PROVINCIAL DE HUANTA,AYACUCHO,HUANTA,HUANTA,SI,24030-2021-CG/PC-SVC,NO PRECISA,"S/ 1,198,494.00",S/ 0.00,2,"INSUFICIENTES MEDIDAS DE SALUD MENTAL EN EL PLAN PARA LA VIGILANCIA, LA PREVENCION Y EL CONTROL DE LA COVID-19, PODRIA AFECTAR LA CONSERVACION DE UN ADECUADO CLIMA LABORAL QUE FAVOREZCA LA IMPLEMENTACION DE LAS MEDIDAS DURANTE LA EJECUCION DE LA OBRA.","DURANTE LA EJECUCION DE LA OBRA NO SE CUMPLEN LAS MEDIDAS PREVENTIVAS Y LOS PROTOCOLOS SANITARIOS PARA EVITAR EL CONTAGIO DEL COVID-19, SITUACION QUE PONE EN RIESGO LA SALUD DE LOS TRABAJADORES Y LAS PERSONAS QUE POR ALGUN MOTIVO INGRESEN A LA OBRA.",,,,,11/11/2021,NOVIEMBRE,,,
02-L531-2021-681,"IMPLEMENTACION DE MEDIDAS PARA VIGILAR, PREVENIR Y CONTROLAR LA PROPAGACION DE LA COVID-19 EN LA OBRA: MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR EN LOS JIRONES LA FLORIDA 1ERA CDRA., BELLAVISTA 3ERA CDRA., SIMON ENRIQUE S. 4TA Y 5TA CDRA., LEONCIO PRADO 1ERA CDRA., SERGIO CANALES 1ERA CDRA., 9 DE DICIEMBRE 1ERA CDRA., BASE SUR 1ERA CDRA., Y CIRO VALENZUELA 1ERA A 5TA CDRA.",IMPLEMENTACION PLAN COVID EN OBRAS,363,MUNICIPALIDAD PROVINCIAL DE HUANTA,AYACUCHO,HUANTA,HUANTA,SI,24033-2021-CG/PC-SVC,NO PRECISA,S/ 0.00,S/ 0.00,2,"EL CUADERNO DE OBRA SE ENCUENTRA DESACTUALIZADO A LA FECHA DE LA VISITA; ASIMISMO, NO REGISTRA INFORMACION DE MOVIMIENTO DE MATERIALES, EQUIPOS Y MANO DE OBRA, SITUACION QUE AFECTARIA LA TRANSPARENCIA Y EL CONTROL OPORTUNO DE LAS ACTIVIDADES E INCIDENCIAS DURANTE LA EJECUCION DE LA OBRA.","TRABAJADORES DE LA OBRA NO CUENTAN CON EQUIPOS DE PROTECCION COLECTIVA, SEÑALIZACION, NI CERCOS DE PROTECCION; LO CUAL PODRIA OCASIONAR ACCIDENTES DE TRABAJO DEL PERSONAL OBRERO Y TRANSEUNTES.",,,,,11/11/2021,NOVIEMBRE,,,
02-L531-2021-401,"IMPLEMENTACION DEL PLAN COVID EN LA OBRA: MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS AVENIDAS PORONGO, SEBASTIAN DIAZ MARIN, ZARATE MIRANDA Y CHACHAPOYAS, DISTRITO BAÑOS DEL INCA, PROVINCIA DE CAJAMARCA - CAJAMARCA",IMPLEMENTACION PLAN COVID EN OBRAS,368,MUNICIPALIDAD PROVINCIAL DE CAJAMARCA,CAJAMARCA,CAJAMARCA,CAJAMARCA,SI,13870-2021-CG/PC-SVC,NO PRECISA,S/ 0.00,S/ 0.00,1,"INCONSISTENCIAS EN EL CONTENIDO DE LA NOMINA DE TRABAJADORES DEL PLAN PARA LA VIGILANCIA, PREVENCION Y CONTROL DE LA COVID-19, SITUACION QUE PONE EN RIESGO LA EJECUCION DE LAS MEDIDAS PARA DISMINUIR LA TRANSMISIBILIDAD DE LA COVID-19 DURANTE LA EJECUCION DE LA OBRA.",,,,,,18/08/2021,AGOSTO,,,
02-L531-2021-409,"EJECUCION DE LA OBRA: MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS AVENIDAS PORONGO, SEBASTIAN DIAZ MARIN, ZARATE MIRANDA Y CHACHAPOYAS, DISTRITO BAÑOS DEL INCA, PROVINCIA DE CAJAMARCA - CAJAMARCA",EJECUCION DE OBRA,368,MUNICIPALIDAD PROVINCIAL DE CAJAMARCA,CAJAMARCA,CAJAMARCA,CAJAMARCA,SI,13874-2021-CG/PC-SVC,NO PRECISA,"S/ 8,867,002.81","S/ 7,980,302.53",3,"EL CUADERNO DE OBRA NO SE ENCUENTRA FISICAMENTE EN LA OBRA LIMITANDO EL ACCESO AL MISMO, SITUACION QUE AFECTARIA LA TRANSPARENCIA Y EL CONTROL OPORTUNO DE LAS ACTIVIDADES E INCIDENCIAS DURANTE LA EJECUCION DE LA OBRA.","DEFICIENCIAS EN LA SEÑALIZACION Y SEGURIDAD EN LA OBRA, SITUACION QUE PODRIA GENERAR RIESGO EN LA INTEGRIDAD FISICA DE LOS TRABAJADORES Y VECINOS ANTE LA OCURRENCIA DE ACCIDENTES.","OBRA DE AGUA POTABLE Y SANEAMIENTO EJECUTADO PARALELAMENTE A LA OBRA DE PAVIMENTACION, EN LAS PROGRESIVAS 2+400 A 2+900, PODRIA OCASIONAR RESOLUCION DE CONTRATO, ATRASOS EN LA OBRA Y PERJUICIO ECONOMICO A LA ENTIDAD.",,,,18/08/2021,AGOSTO,,,
02-L531-2021-410,"IMPLEMENTACION DEL PLAN COVID EN LA OBRA: CONSTRUCCION DE ESPACIO DEPORTIVO CERRADO; EN EL(LA) IE SAN MARCELINO CHAMPAGNAT - CAJAMARCA DISTRITO DE CAJAMARCA, PROVINCIA CAJAMARCA, DEPARTAMENTO CAJAMARCA",IMPLEMENTACION PLAN COVID EN OBRAS,368,MUNICIPALIDAD PROVINCIAL DE CAJAMARCA,CAJAMARCA,CAJAMARCA,CAJAMARCA,SI,13875-2021-CG/PC-SVC,NO PRECISA,S/ 0.00,S/ 0.00,3,"AUSENCIA DE PERSONAL CLAVE PROPUESTO POR EL CONTRATISTA, DURANTE LA EJECUCION DE LA OBRA, PODRIA AFECTAR LA IMPLEMENTACION DE PROTOCOLOS DE SEGURIDAD Y SALUD OCUPACIONAL.","INCONSISTENCIAS EN EL CONTENIDO DE LA NOMINA DE TRABAJADORES DEL PLAN PARA LA VIGILANCIA, PREVENCION Y CONTROL DE LA COVID-19, SITUACION QUE PONE EN RIESGO LA EJECUCION DE LAS MEDIDAS PARA DISMINUIR LA TRANSMISIBILIDAD DE LA COVID-19 DURANTE LA EJECUCION DE LA OBRA.","DURANTE LA EJECUCION DE OBRA, NO SE ESTABLECIO EL AFORO MAXIMO EN LAS ZONAS COMUNES, LO CUAL GENERA EL RIESGO DE AGLOMERACION EN LOS AMBIENTES CERRADOS DE LA OBRA Y DE AFECTAR EL DISTANCIAMIENTO SOCIAL OBLIGATORIO COMO MEDIDA DE PREVENCION FRENTE AL COVID-19.",,,,19/08/2021,AGOSTO,,,
02-L531-2021-412,"EJECUCION DE LA OBRA: CONSTRUCCION DE ESPACIO DEPORTIVO CERRADO; EN EL(LA) IE SAN MARCELINO CHAMPAGNAT - CAJAMARCA DISTRITO DE CAJAMARCA, PROVINCIA CAJAMARCA, DEPARTAMENTO CAJAMARCA",EJECUCION DE OBRA,368,MUNICIPALIDAD PROVINCIAL DE CAJAMARCA,CAJAMARCA,CAJAMARCA,CAJAMARCA,SI,13876-2021-CG/PC-SVC,NO PRECISA,"S/ 1,937,224.21","S/ 1,743,501.79",4,"EL CONTRATISTA NO CUENTA CON LA TOTALIDAD DE SU PERSONAL CLAVE PROPUESTO DURANTE LA EJECUCION DE OBRA, GENERANDOSE ADEMAS PAGOS POR SERVICIOS NO PRESTADOS.","AUSENCIA DEL PERSONAL CLAVE PROPUESTO POR PARTE DEL SUPERVISOR INVERSIONES GENFER E.I.R.L., GENERA EL RIESGO DE AFECTAR LA CALIDAD DE LA OBRA Y QUE LA ENTIDAD EFECTUE PAGOS POR UN SERVICIO NO PRESTADO.","DEFICIENCIAS EN LA SEÑALIZACION Y SEGURIDAD EN LA OBRA, SITUACION QUE PODRIA GENERAR RIESGO EN LA INTEGRIDAD FISICA DE LOS TRABAJADORES ANTE LA OCURRENCIA DE ACCIDENTES.",LOS TRABAJOS EN LAS ESTRUCTURAS DE CONCRETO ARMADO NO SE REALIZAN CONFORME AL EXPEDIENTE TECNICO Y LA NORMATIVA APLICABLE; SITUACION QUE PODRIA AFECTAR LA RESISTENCIA DE LOS ELEMENTOS ESTRUCTURALES Y GENERAR FALLA ESTRUCTURAL.,,,19/08/2021,AGOSTO,,,
02-L531-2021-506,"OPERACION Y MANTENIMIENTO DE LAS CAMARAS DE VIDEOVIGILANCIA EN LA MUNICIPALIDAD PROVINCIAL DE CAJAMARCA, PROVINCIA DE CAJAMARCA, DEPARTAMENTO DE CAJAMARCA",VC CAMARAS,368,MUNICIPALIDAD PROVINCIAL DE CAJAMARCA,CAJAMARCA,CAJAMARCA,CAJAMARCA,SI,19303-2021-CG/PC-SVC,NO PRECISA,S/ 0.00,S/ 0.00,2,"CUARENTA (40) CAMARAS DE VIDEOVIGILANCIA DE LA ENTIDAD NO SE ENCUENTRAN EN FUNCIONAMIENTO, SITUACION QUE PODRIA AFECTAR EL MONITOREO PERMANENTE DEL SISTEMA DE SEGURIDAD CIUDADANA A CARGO DEL GOBIERNO LOCAL.","LA ENTIDAD NO ALMACENA LAS GRABACIONES DE DOS (2) CAMARAS POR EL PLAZO MINIMO ESTABLECIDO EN LA NORMATIVA APLICABLE, SITUACION QUE PODRIA AFECTAR QUE LA CIUDADANIA Y LAS ENTIDADES COMPETENTES UTILICEN OPORTUNAMENTE DICHAS GRABACIONES Y EL MONITOREO PERMANENTE DEL SISTEMA DE SEGURIDAD CIUDADANA.",,,,,22/09/2021,SEPTIEMBRE,,,
02-L531-2021-666,"IMPLEMENTACION DE MEDIDAS PARA VIGILAR, PREVENIR Y CONTROLAR LA PROPAGACION DEL COVID-19 EN LA OBRA: REHABILITACION DEL SISTEMA DE SANEAMIENTO BASICO DE LA LOCALIDAD BELLA UNION DEL DISTRITO DE CAJAMARCA, PROVINCIA DE CAJAMARCA, REGION DE CAJAMARCA",IMPLEMENTACION PLAN COVID EN OBRAS,368,MUNICIPALIDAD PROVINCIAL DE CAJAMARCA,CAJAMARCA,CAJAMARCA,CAJAMARCA,SI,20317-2021-CG/PC-SVC,NO PRECISA,S/ 0.00,S/ 0.00,2,"INCONSISTENCIAS EN EL PLAN PARA LA VIGILANCIA, LA PREVENCION Y EL CONTROL DE LA COVID-19 SITUACION QUE AFECTA O PODRIA AFECTAR EL CUMPLIMIENTO DE LAS MEDIDAS PARA DISMINUIR LA TRANSMISIBILIDAD DE LA COVID-19 DURANTE LA EJECUCION DE LA OBRA.","DURANTE LA EJECUCION DE LA OBRA NO SE CUMPLEN LAS MEDIDAS PREVENTIVAS PARA EVITAR EL CONTAGIO POR EL COVID 19, SITUACION QUE PONE EN RIESGO LA IMPLEMENTACION DEL PROTOCOLO PARA PREVENIR Y CONTROLAR LA PROPAGACION DEL COVID-19, EN EL PERSONAL QUE INTERVIENE EN LA EJECUCION DE LA OBRA.",,,,,25/10/2021,OCTUBRE,,,
02-L531-2021-667,"EJECUCION DE LA OBRA: REHABILITACION DEL SISTEMA DE SANEAMIENTO BASICO DE LA LOCALIDAD BELLA UNION DEL DISTRITO DE CAJAMARCA, PROVINCIA DE CAJAMARCA, REGION DE CAJAMARCA",EJECUCION DE OBRA,368,MUNICIPALIDAD PROVINCIAL DE CAJAMARCA,CAJAMARCA,CAJAMARCA,CAJAMARCA,SI,20319-2021-CG/PC-SVC,NO PRECISA,"S/ 424,850.26","S/ 382,365.24",1,"DESFASE HORIZONTAL Y VERTICAL DE LAS COLUMNAS RESPECTO A LOS PLANOS DE LA OBRA, SITUACION QUE PODRIA AFECTAR EL DESEMPEÑO DE LA ESTRUCTURA, PONIENDO EN RIESGO A LA POBLACION CERCANA A LA OBRA.",,,,,,25/10/2021,OCTUBRE,,,
02-L531-2021-588,"OPERACION Y MANTENIMIENTO DE LAS CAMARAS DE VIDEOVIGILANCIA EN LA MUNICIPALIDAD PROVINCIAL DE CUTERVO, PROVINCIA DE CUTERVO, DEPARTAMENTO DE CAJAMARCA",VC CAMARAS,372,MUNICIPALIDAD PROVINCIAL DE CUTERVO,CAJAMARCA,CUTERVO,CUTERVO,SI,20111-2021-CG/PC-SVC,NO PRECISA,S/ 0.00,S/ 0.00,1,"LA ENTIDAD NO ALMACENA LAS GRABACIONES DE CINCO (5) CAMARAS POR EL PLAZO MINIMO ESTABLECIDO EN LA NORMATIVA APLICABLE, SITUACION QUE PODRIA AFECTAR QUE LA CIUDADANIA Y LAS ENTIDADES COMPETENTES UTILICEN OPORTUNAMENTE DICHAS GRABACIONES Y EL MONITOREO PERMANENTE DEL SISTEMA DE SEGURIDAD CIUDADANA.",,,,,,18/10/2021,OCTUBRE,,,
02-L531-2021-606,"OPERACION Y MANTENIMIENTO DE LAS CAMARAS DE VIDEOVIGILANCIA EN LA MUNICIPALIDAD PROVINCIAL DE HUALGAYOC, DISTRITO DE BAMBAMARCA, PROVINCIA DE HUALGAYOC, DEPARTAMENTO DE CAJAMARCA",VC CAMARAS,374,MUNICIPALIDAD PROVINCIAL DE HUALGAYOC,CAJAMARCA,HUALGAYOC,BAMBAMARCA,SI,20197-2021-CG/PC-SVC,NO PRECISA,S/ 0.00,S/ 0.00,2,"TRES (3) CAMARAS DE VIDEOVIGILANCIA DE LA ENTIDAD NO SE ENCUENTRAN EN FUNCIONAMIENTO, SITUACION QUE PODRIA AFECTAR EL MONITOREO PERMANENTE DEL SISTEMA DE SEGURIDAD CIUDADANA A CARGO DEL GOBIERNO LOCAL.","LA ENTIDAD NO ALMACENA LAS GRABACIONES DE NOVENTA (90) CAMARAS POR EL PLAZO MINIMO ESTABLECIDO EN LA NORMATIVA APLICABLE, SITUACION QUE PODRIA AFECTAR QUE LA CIUDADANIA Y LAS ENTIDADES COMPETENTES UTILICEN OPORTUNAMENTE DICHAS GRABACIONES Y EL MONITOREO PERMANENTE DEL SISTEMA DE SEGURIDAD CIUDADANA.",,,,,19/10/2021,OCTUBRE,,,
02-L531-2021-669,"OPERACION Y MANTENIMIENTO DE LAS CAMARAS DE VIDEOVIGILANCIA EN LA MUNICIPALIDAD PROVINCIAL DE CALCA, PROVINCIA DE CALCA, DEPARTAMENTO DE CUSCO",VC CAMARAS,382,MUNICIPALIDAD PROVINCIAL DE CALCA,CUSCO,CALCA,CALCA,SI,24002-2021-CG/PC-SVC,NO PRECISA,S/ 0.00,S/ 0.00,2,"UNA (1) CAMARA DE VIDEOVIGILANCIA DE LA ENTIDAD NO SE ENCUENTRA EN FUNCIONAMIENTO, SITUACION QUE PODRIA AFECTAR EL MONITOREO PERMANENTE DEL SISTEMA DE SEGURIDAD CIUDADANA A CARGO DEL GOBIERNO LOCAL.","LA ENTIDAD NO ALMACENA LAS GRABACIONES POR EL PLAZO MINIMO ESTABLECIDO EN LA NORMATIVA APLICABLE, SITUACION QUE PODRIA AFECTAR QUE LA CIUDADANIA Y LAS ENTIDADES COMPETENTES UTILICEN OPORTUNAMENTE DICHAS GRABACIONES Y EL MONITOREO PERMANENTE DEL SISTEMA DE SEGURIDAD CIUDADANA.",,,,,10/11/2021,NOVIEMBRE,,,
02-L531-2021-475,IMPLEMENTACION DEL PLAN COVID EN LA OBRA: MEJORAMIENTO Y AMPLIACION DE LA OFERTA DE SERVICIOS EDUCATIVOS DEL NIVEL SECUNDARIO DE LA I.E. N° 50025-DANIEL ESTRADA PEREZ DEL DISTRITO DE WANCHAQ-CUSCO-CUSCO,IMPLEMENTACION PLAN COVID EN OBRAS,385,MUNICIPALIDAD PROVINCIAL DEL CUSCO,CUSCO,CUSCO,CUSCO,SI,17521-2021-CG/PC-SVC,NO PRECISA,S/ 0.00,S/ 0.00,2,"INCONSISTENCIAS EN EL PLAN PARA LA VIGILANCIA, LA PREVENCION Y EL CONTROL DE LA COVID-19, SITUACION QUE PONE EN RIESGO EL CUMPLIMIENTO DE LAS MEDIDAS PARA DISMINUIR LA TRANSMISIBILIDAD DE LA COVID-19 DURANTE LA EJECUCION DE LA OBRA.","DURANTE LA EJECUCION DE LA OBRA NO SE CUMPLEN LAS MEDIDAS PREVENTIVAS Y LOS PROTOCOLOS SANITARIOS PARA EVITAR EL CONTAGIO DEL COVID-19, SITUACION QUE PONE EN RIESGO LA SALUD DE LOS TRABAJADORES Y LAS PERSONAS QUE POR ALGUN MOTIVO INGRESEN A LA OBRA.",,,,,02/09/2021,SEPTIEMBRE,,,
02-L531-2021-476,"IMPLEMENTACION DEL PLAN COVID EN LA OBRA: MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS CALLES E, J, K Y B DE LA ASOCIACION DE VIVIENDA SANTA FE DEL DISTRITO DE CUSCO - CUSCO - CUSCO",IMPLEMENTACION PLAN COVID EN OBRAS,385,MUNICIPALIDAD PROVINCIAL DEL CUSCO,CUSCO,CUSCO,CUSCO,SI,17522-2021-CG/PC-SVC,NO PRECISA,S/ 0.00,S/ 0.00,1,"INCONSISTENCIAS EN EL PLAN PARA LA VIGILANCIA, LA PREVENCION Y EL CONTROL DE LA COVID-19, SITUACION QUE PONE EN RIESGO EL CUMPLIMIENTO DE LAS MEDIDAS PARA DISMINUIR LA TRANSMISIBILIDAD DE LA COVID-19 DURANTE LA EJECUCION DE LA OBRA.",,,,,,02/09/2021,SEPTIEMBRE,,,
02-L531-2021-600,"OPERACION Y MANTENIMIENTO DE LAS CAMARAS DE VIDEOVIGILANCIA EN LA MUNICIPALIDAD PROVINCIAL DE CUSCO, PROVINCIA DE CUSCO, DEPARTAMENTO DE CUSCO.",VC CAMARAS,385,MUNICIPALIDAD PROVINCIAL DEL CUSCO,CUSCO,CUSCO,CUSCO,SI,20144-2021-CG/PC-SVC,NO PRECISA,S/ 0.00,S/ 0.00,2,"VEINTIDOS (22) CAMARAS DE VIDEOVIGILANCIA DE LA ENTIDAD NO SE ENCUENTRAN EN FUNCIONAMIENTO, SITUACION QUE PODRIA AFECTAR EL MONITOREO PERMANENTE DEL SISTEMA DE SEGURIDAD CIUDADANA A CARGO DEL GOBIERNO LOCAL.","LA ENTIDAD NO ALMACENA LAS GRABACIONES POR EL PLAZO MINIMO ESTABLECIDO EN LA NORMATIVA APLICABLE, SITUACION QUE PODRIA AFECTAR QUE LA CIUDADANIA Y LAS ENTIDADES COMPETENTES UTILICEN OPORTUNAMENTE DICHAS GRABACIONES Y EL MONITOREO PERMANENTE DEL SISTEMA DE SEGURIDAD CIUDADANA.",,,,,14/10/2021,OCTUBRE,,,
02-L531-2021-683,"IMPLEMENTACION DE MEDIDAS PARA VIGILAR, PREVENIR Y CONTROLAR LA PROPAGACION DE LA COVID-19 EN LA OBRA: MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS CALLES QUESHUAÑAN, APU PITUSIRAY, APU PICOL, SALKANTAY, PUMAMARCA Y APU PACHATUSAN DE LA ASOCIACION DE VIVIENDA TAMBILLO DEL DISTRITO DE CUSCO - CUSCO - CUSCO",IMPLEMENTACION PLAN COVID EN OBRAS,385,MUNICIPALIDAD PROVINCIAL DEL CUSCO,CUSCO,CUSCO,CUSCO,SI,24063-2021-CG/PC-SVC,NO PRECISA,S/ 0.00,S/ 0.00,1,"AUSENCIA DE PUNTOS ESTRATEGICOS PARA EL ACOPIO DE EQUIPOS DE PROTECCION PERSONAL UTILIZADOS Y/O MATERIAL DESCARTABLE POSIBLEMENTE CONTAMINADO, SITUACION QUE PONE EN RIESGO LA SALUD DE LOS TRABAJADORES DE LA OBRA.",,,,,,15/11/2021,NOVIEMBRE,,,
02-L531-2021-684,"OPERACION Y MANTENIMIENTO DE LAS CAMARAS DE VIDEOVIGILANCIA EN LA MUNICIPALIDAD PROVINCIAL DE ESPINAR, PROVINCIA DE ESPINAR, DEPARTAMENTO DE CUSCO",VC CAMARAS,387,MUNICIPALIDAD PROVINCIAL DE ESPINAR,CUSCO,ESPINAR,ESPINAR,SI,24031-2021-CG/PC-SVC,NO PRECISA,S/ 0.00,S/ 0.00,2,"SIETE (7) CAMARAS DE VIDEOVIGILANCIA DE LA ENTIDAD NO SE ENCUENTRAN EN FUNCIONAMIENTO, SITUACION QUE PODRIA AFECTAR EL MONITOREO PERMANENTE DEL SISTEMA DE SEGURIDAD CIUDADANA A CARGO DEL GOBIERNO LOCAL.","LA ENTIDAD NO ALMACENA LAS GRABACIONES POR EL PLAZO MINIMO ESTABLECIDO EN LA NORMATIVA APLICABLE, SITUACION QUE PODRIA AFECTAR QUE LA CIUDADANIA Y LAS ENTIDADES COMPETENTES UTILICEN OPORTUNAMENTE DICHAS GRABACIONES Y EL MONITOREO PERMANENTE DEL SISTEMA DE SEGURIDAD CIUDADANA.",,,,,12/11/2021,NOVIEMBRE,,,
02-L531-2021-602,"OPERACION Y MANTENIMIENTO DE LAS CAMARAS DE VIDEOVIGILANCIA EN LA MUNICIPALIDAD PROVINCIAL DE URUBAMBA, PROVINCIA DE URUBAMBA, DEPARTAMENTO DE CUSCO",VC CAMARAS,392,MUNICIPALIDAD PROVINCIAL DE URUBAMBA,CUSCO,URUBAMBA,URUBAMBA,SI,20306-2021-CG/PC-SVC,NO PRECISA,S/ 0.00,S/ 0.00,2,"UNA (1 CAMARA DE VIDEOVIGILANCIA DE LA ENTIDAD NO SE ENCUENTRA EN FUNCIONAMIENTO, SITUACION QUE PODRIA AFECTAR EL MONITOREO PERMANENTE DEL SISTEMA DE SEGURIDAD CIUDADANA A CARGO DEL GOBIERNO LOCAL.","LA ENTIDAD NO ALMACENA LAS GRABACIONES POR EL PLAZO MINIMO ESTABLECIDO EN LA NORMATIVA APLICABLE, SITUACION QUE PODRIA AFECTAR QUE LA CIUDADANIA Y LAS ENTIDADES COMPETENTES UTILICEN OPORTUNAMENTE DICHAS GRABACIONES Y EL MONITOREO PERMANENTE DEL SISTEMA DE SEGURIDAD CIUDADANA.",,,,,26/10/2021,OCTUBRE,,,
02-L531-2021-425,"IMPLEMENTACION DEL PLAN COVID EN LA OBRA: REHABILITACION DE LOS SISTEMAS DE AGUA POTABLE Y SISTEMA DE ALCANTARILLADO SANITARIO EN LOS BARRIOS DE PEDREGAL, LOS GIRASOLES DEL BARRIO LAS LOMAS, CALLE LOS ANGELES Y SECTOR CHUPA EN EL BARRIO PUEBLO VIEJO; DEL DISTRITO DE ACOBAMBA - PROVINCIA DE ACOBAMBA - DEPARTAMENTO DE HUANCAVELICA",IMPLEMENTACION PLAN COVID EN OBRAS,393,MUNICIPALIDAD PROVINCIAL DE ACOBAMBA,HUANCAVELICA,ACOBAMBA,ACOBAMBA,SI,13869-2021-CG/PC-SVC,NO PRECISA,S/ 0.00,S/ 0.00,2,"INCONSISTENCIAS EN EL PLAN PARA LA VIGILANCIA, LA PREVENCION Y EL CONTROL DE LA COVID-19, SITUACION QUE PONE EN RIESGO EL CUMPLIMIENTO DE LAS MEDIDAS PARA DISMINUIR LA TRANSMISIBILIDAD DE LA COVID-19 DURANTE LA EJECUCION DE LA OBRA.","DURANTE LA EJECUCION DE LA OBRA NO SE CUMPLEN LAS MEDIDAS PREVENTIVAS Y LOS PROTOCOLOS SANITARIOS PARA EVITAR EL CONTAGIO DEL COVID-19, SITUACION QUE PONE EN RIESGO LA SALUD DE LOS TRABAJADORES Y LAS PERSONAS QUE POR ALGUN MOTIVO INGRESEN A LA OBRA.",,,,,20/08/2021,AGOSTO,,,
02-L531-2021-426,"EJECUCION DE LA OBRA: REHABILITACION DE LOS SISTEMAS DE AGUA POTABLE Y SISTEMA DE ALCANTARILLADO SANITARIO EN LOS BARRIOS DE PEDREGAL, LOS GIRASOLES DEL BARRIO LAS LOMAS, CALLE LOS ANGELES Y SECTOR CHUPA EN EL BARRIO PUEBLO VIEJO; DEL DISTRITO DE ACOBAMBA, PROVINCIA DE ACOBAMBA, DEPARTAMENTO DE HUANCAVELICA",EJECUCION DE OBRA,393,MUNICIPALIDAD PROVINCIAL DE ACOBAMBA,HUANCAVELICA,ACOBAMBA,ACOBAMBA,SI,15530-2021-CG/PC-SVC,NO PRECISA,"S/ 757,430.15","S/ 745,382.35",4,"TRABAJADORES VIENEN REALIZANDO TRABAJOS SIN CONTAR CON EL EQUIPO DE PROTECCION INDIVIDUAL (EPI); ASI COMO, DEFICIENCIAS EN LA SEÑALIZACION EN LA OBRA, PONEN EN RIESGO LA INTEGRIDAD FISICA DE LOS TRABAJADORES Y VECINOS ANTE LA OCURRENCIA DE ACCIDENTES.","LA ENTIDAD NO REGISTRA INFORMACION DE LA OBRA EN EL APLICATIVO INFORMATICO INFOBRAS, VULNERANDO LOS PRINCIPIOS DE PUBLICIDAD Y TRANSPARENCIA.","INADECUADO ALMACENAMIENTO DE TUBOS DE PVC; ASI COMO, DE VARILLAS DE ACERO EN EL ALMACEN DE LA OBRA, PONEN EN RIESGO LA CALIDAD Y DURABILIDAD DE LA OBRA.","AUSENCIA DE PERSONAL CLAVE PROPUESTO POR EL CONTRATISTA Y LA SUPERVISION DURANTE LA EJECUCION DE PARTIDAS EN LA OBRA, PODRIA AFECTAR LA CALIDAD DE LAS MISMAS.",,,20/08/2021,AGOSTO,,,
02-L531-2021-677,"OPERACION Y MANTENIMIENTO DE LAS CAMARAS DE VIDEOVIGILANCIA EN LA MUNICIPALIDAD PROVINCIAL DE ACOBAMBA, PROVINCIA DE ACOBAMBA, DEPARTAMENTO DE HUANCAVELICA",VC CAMARAS,393,MUNICIPALIDAD PROVINCIAL DE ACOBAMBA,HUANCAVELICA,ACOBAMBA,ACOBAMBA,SI,20439-2021-CG/PC-SVC,NO PRECISA,S/ 0.00,S/ 0.00,0,,,,,,,10/11/2021,NOVIEMBRE,,,
